Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,InsertRecord,1654984015.706421,10387,0,0
1,ReadRecord,1654984015.717202,1166,0,0
4,UpdateRecord,1654984015.718381,29704,0,0
3,ScanRecord,1654984015.748106,2155,0,0
5,DeleteRecord,1654984015.750274,1158,0,0
1,ReadRecord,1654984015.751444,1243,0,0
5,DeleteRecord,1654984015.752699,1152,0,0
2,InsertRecord,1654984015.753864,25456,0,0
3,ScanRecord,1654984015.779332,993,0,0
3,ScanRecord,1654984015.780338,902,0,0
5,DeleteRecord,1654984015.781253,1065,0,0
1,ReadRecord,1654984015.782330,1035,0,0
2,InsertRecord,1654984015.783377,6372,0,0
4,UpdateRecord,1654984015.789762,1208,0,0
4,UpdateRecord,1654984015.790982,1272,0,0
1,ReadRecord,1654984015.792266,1064,0,0
3,ScanRecord,1654984015.793342,1075,0,0
2,InsertRecord,1654984015.794430,5772,0,0
5,DeleteRecord,1654984015.800215,1111,0,0
5,DeleteRecord,1654984015.801338,1083,0,0
5,DeleteRecord,1654984015.802434,8210,0,0
1,ReadRecord,1654984015.810656,1121,0,0
4,UpdateRecord,1654984015.811789,1122,0,0
4,UpdateRecord,1654984015.812924,1134,0,0
1,ReadRecord,1654984015.814070,1156,0,0
2,InsertRecord,1654984015.815238,5822,0,0
2,InsertRecord,1654984015.821073,10380,0,0
3,ScanRecord,1654984015.831466,1023,0,0
3,ScanRecord,1654984015.832501,997,0,0
2,InsertRecord,1654984015.833510,8363,0,0
3,ScanRecord,1654984015.841886,1827,0,0
1,ReadRecord,1654984015.843725,1260,0,0
4,UpdateRecord,1654984015.844998,1217,0,0
2,InsertRecord,1654984015.846227,6138,0,0
3,ScanRecord,1654984015.852377,830,0,0
4,UpdateRecord,1654984015.853220,1133,0,0
2,InsertRecord,1654984015.854365,8379,0,0
3,ScanRecord,1654984015.862757,918,0,0
2,InsertRecord,1654984015.863687,9460,0,0
4,UpdateRecord,1654984015.873167,1194,0,0
2,InsertRecord,1654984015.874373,9125,0,0
4,UpdateRecord,1654984015.883511,1064,0,0
3,ScanRecord,1654984015.884587,3270,0,0
3,ScanRecord,1654984015.887870,938,0,0
5,DeleteRecord,1654984015.888821,1124,0,0
4,UpdateRecord,1654984015.889957,1147,0,0
2,InsertRecord,1654984015.891116,85558,0,0
3,ScanRecord,1654984015.976689,1120,0,0
4,UpdateRecord,1654984015.977822,1301,0,0
1,ReadRecord,1654984015.979136,1134,0,0
2,InsertRecord,1654984015.980283,59736,0,0
4,UpdateRecord,1654984016.040031,1240,0,0
3,ScanRecord,1654984016.041284,1171,0,0
1,ReadRecord,1654984016.042468,1070,0,0
4,UpdateRecord,1654984016.043550,1199,0,0
3,ScanRecord,1654984016.044762,1020,0,0
4,UpdateRecord,1654984016.045795,1166,0,0
4,UpdateRecord,1654984016.046973,1137,0,0
5,DeleteRecord,1654984016.048122,1083,0,0
3,ScanRecord,1654984016.049218,1698,0,0
4,UpdateRecord,1654984016.050928,1431,0,0
2,InsertRecord,1654984016.052372,8279,0,0
2,InsertRecord,1654984016.060671,10491,0,0
3,ScanRecord,1654984016.071175,1102,0,0
3,ScanRecord,1654984016.072289,1058,0,0
2,InsertRecord,1654984016.073365,8150,0,0
5,DeleteRecord,1654984016.081528,10474,0,0
4,UpdateRecord,1654984016.092014,1221,0,0
1,ReadRecord,1654984016.093248,1190,0,0
5,DeleteRecord,1654984016.094451,1162,0,0
1,ReadRecord,1654984016.095626,1200,0,0
3,ScanRecord,1654984016.096838,1042,0,0
5,DeleteRecord,1654984016.097892,1077,0,0
1,ReadRecord,1654984016.098981,1149,0,0
4,UpdateRecord,1654984016.100143,12676,0,0
3,ScanRecord,1654984016.112831,1080,0,0
2,InsertRecord,1654984016.113923,9315,0,0
5,DeleteRecord,1654984016.123251,1146,0,0
3,ScanRecord,1654984016.124409,967,0,0
4,UpdateRecord,1654984016.125389,1210,0,0
5,DeleteRecord,1654984016.126612,7036,0,0
3,ScanRecord,1654984016.133661,1093,0,0
1,ReadRecord,1654984016.134766,1150,0,0
2,InsertRecord,1654984016.135929,8144,0,0
3,ScanRecord,1654984016.144085,5079,0,0
1,ReadRecord,1654984016.149177,1732,0,0
3,ScanRecord,1654984016.150921,1317,0,0
2,InsertRecord,1654984016.152251,12630,0,0
2,InsertRecord,1654984016.164894,31258,0,0
5,DeleteRecord,1654984016.196164,1187,0,0
3,ScanRecord,1654984016.197363,1096,0,0
5,DeleteRecord,1654984016.198472,1143,0,0
2,InsertRecord,1654984016.199627,6981,0,0
3,ScanRecord,1654984016.206621,1071,0,0
2,InsertRecord,1654984016.207704,9327,0,0
2,InsertRecord,1654984016.217061,10377,0,0
4,UpdateRecord,1654984016.227450,1186,0,0
2,InsertRecord,1654984016.228649,9186,0,0
4,UpdateRecord,1654984016.237848,10433,0,0
4,UpdateRecord,1654984016.248293,1269,0,0
5,DeleteRecord,1654984016.249575,1112,0,0
1,ReadRecord,1654984016.250700,1083,0,0
5,DeleteRecord,1654984016.251795,1000,0,0
1,ReadRecord,1654984016.252807,1155,0,0
3,ScanRecord,1654984016.253975,1096,0,0
5,DeleteRecord,1654984016.255083,1147,0,0
5,DeleteRecord,1654984016.256242,12858,0,0
4,UpdateRecord,1654984016.269113,1250,0,0
5,DeleteRecord,1654984016.270375,1152,0,0
4,UpdateRecord,1654984016.271547,1209,0,0
5,DeleteRecord,1654984016.272769,1125,0,0
4,UpdateRecord,1654984016.273907,1169,0,0
4,UpdateRecord,1654984016.275088,1237,0,0
4,UpdateRecord,1654984016.276337,1209,0,0
5,DeleteRecord,1654984016.277559,1138,0,0
2,InsertRecord,1654984016.278710,11242,0,0
4,UpdateRecord,1654984016.289964,10443,0,0
1,ReadRecord,1654984016.300420,1156,0,0
1,ReadRecord,1654984016.301589,1163,0,0
3,ScanRecord,1654984016.302764,1134,0,0
3,ScanRecord,1654984016.303910,1041,0,0
2,InsertRecord,1654984016.304971,5884,0,0
2,InsertRecord,1654984016.310868,10360,0,0
