Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
5,DeleteRecord,1654986840.067010,4642,0,0
4,UpdateRecord,1654986840.071907,15982,0,0
4,UpdateRecord,1654986840.087908,20806,0,0
2,InsertRecord,1654986840.108733,20817,0,0
1,ReadRecord,1654986840.129568,5509,0,0
1,ReadRecord,1654986840.135090,5391,0,0
1,ReadRecord,1654986840.140498,5340,0,0
4,UpdateRecord,1654986840.145851,10371,0,0
2,InsertRecord,1654986840.156235,15117,0,0
2,InsertRecord,1654986840.171365,20796,0,0
5,DeleteRecord,1654986840.192174,4462,0,0
2,InsertRecord,1654986840.196650,16349,0,0
2,InsertRecord,1654986840.213012,20815,0,0
3,ScanRecord,1654986840.233840,6552,0,0
3,ScanRecord,1654986840.240408,6556,0,0
3,ScanRecord,1654986840.246978,12076,0,0
1,ReadRecord,1654986840.259070,5451,0,0
1,ReadRecord,1654986840.264534,5242,0,0
5,DeleteRecord,1654986840.269790,4130,0,0
2,InsertRecord,1654986840.273933,11937,0,0
4,UpdateRecord,1654986840.285883,10598,0,0
5,DeleteRecord,1654986840.296495,4330,0,0
2,InsertRecord,1654986840.300838,16258,0,0
5,DeleteRecord,1654986840.317109,4364,0,0
5,DeleteRecord,1654986840.321487,4237,0,0
1,ReadRecord,1654986840.325737,5342,0,0
1,ReadRecord,1654986840.331093,5291,0,0
1,ReadRecord,1654986840.336397,5288,0,0
4,UpdateRecord,1654986840.341701,10461,0,0
2,InsertRecord,1654986840.352177,17030,0,0
1,ReadRecord,1654986840.369223,5348,0,0
3,ScanRecord,1654986840.374584,32755,0,0
4,UpdateRecord,1654986840.407370,13958,0,0
5,DeleteRecord,1654986840.421346,4272,0,0
1,ReadRecord,1654986840.425633,5320,0,0
1,ReadRecord,1654986840.430967,5178,0,0
1,ReadRecord,1654986840.436161,5217,0,0
3,ScanRecord,1654986840.441391,6917,0,0
2,InsertRecord,1654986840.448325,14619,0,0
3,ScanRecord,1654986840.462960,12923,0,0
5,DeleteRecord,1654986840.475909,7924,0,0
1,ReadRecord,1654986840.483849,5388,0,0
4,UpdateRecord,1654986840.489251,10227,0,0
5,DeleteRecord,1654986840.499492,15654,0,0
1,ReadRecord,1654986840.515159,5373,0,0
5,DeleteRecord,1654986840.520548,4311,0,0
2,InsertRecord,1654986840.524876,31873,0,0
5,DeleteRecord,1654986840.556765,4390,0,0
1,ReadRecord,1654986840.561170,5107,0,0
2,InsertRecord,1654986840.566291,21751,0,0
1,ReadRecord,1654986840.588056,5337,0,0
5,DeleteRecord,1654986840.593409,4339,0,0
2,InsertRecord,1654986840.597763,21463,0,0
1,ReadRecord,1654986840.619242,5382,0,0
3,ScanRecord,1654986840.624649,8242,0,0
3,ScanRecord,1654986840.632908,6520,0,0
3,ScanRecord,1654986840.639442,6417,0,0
1,ReadRecord,1654986840.645875,5351,0,0
2,InsertRecord,1654986840.651239,20137,0,0
3,ScanRecord,1654986840.671393,7046,0,0
5,DeleteRecord,1654986840.678456,13709,0,0
2,InsertRecord,1654986840.692181,20812,0,0
3,ScanRecord,1654986840.713009,7778,0,0
1,ReadRecord,1654986840.720801,5388,0,0
2,InsertRecord,1654986840.726205,18110,0,0
3,ScanRecord,1654986840.744352,11983,0,0
1,ReadRecord,1654986840.756359,5900,0,0
2,InsertRecord,1654986840.762276,13298,0,0
5,DeleteRecord,1654986840.775587,4209,0,0
2,InsertRecord,1654986840.779810,16616,0,0
5,DeleteRecord,1654986840.796444,10370,0,0
2,InsertRecord,1654986840.806829,20855,0,0
1,ReadRecord,1654986840.827704,4958,0,0
2,InsertRecord,1654986840.832674,15801,0,0
1,ReadRecord,1654986840.848496,4554,0,0
5,DeleteRecord,1654986840.853061,3393,0,0
4,UpdateRecord,1654986840.856465,8444,0,0
3,ScanRecord,1654986840.864921,5168,0,0
1,ReadRecord,1654986840.870101,4732,0,0
4,UpdateRecord,1654986840.874849,10260,0,0
4,UpdateRecord,1654986840.885123,10036,0,0
1,ReadRecord,1654986840.895172,5015,0,0
4,UpdateRecord,1654986840.900203,21198,0,0
4,UpdateRecord,1654986840.921418,10329,0,0
1,ReadRecord,1654986840.931766,5362,0,0
3,ScanRecord,1654986840.937141,6661,0,0
5,DeleteRecord,1654986840.943819,4234,0,0
5,DeleteRecord,1654986840.948069,4281,0,0
3,ScanRecord,1654986840.952366,6566,0,0
2,InsertRecord,1654986840.958945,14572,0,0
4,UpdateRecord,1654986840.973531,10453,0,0
1,ReadRecord,1654986840.983999,5239,0,0
4,UpdateRecord,1654986840.989254,10034,0,0
2,InsertRecord,1654986840.999305,15896,0,0
3,ScanRecord,1654986841.015219,6714,0,0
1,ReadRecord,1654986841.021946,4948,0,0
1,ReadRecord,1654986841.026912,4971,0,0
2,InsertRecord,1654986841.031896,14556,0,0
1,ReadRecord,1654986841.046466,4824,0,0
5,DeleteRecord,1654986841.051306,15928,0,0
1,ReadRecord,1654986841.067255,5602,0,0
4,UpdateRecord,1654986841.072872,15219,0,0
4,UpdateRecord,1654986841.088104,9746,0,0
1,ReadRecord,1654986841.097863,4728,0,0
2,InsertRecord,1654986841.102608,16746,0,0
1,ReadRecord,1654986841.119372,5166,0,0
2,InsertRecord,1654986841.124553,15645,0,0
3,ScanRecord,1654986841.140211,5988,0,0
1,ReadRecord,1654986841.146215,4992,0,0
1,ReadRecord,1654986841.151221,4747,0,0
1,ReadRecord,1654986841.155984,4809,0,0
2,InsertRecord,1654986841.160807,21042,0,0
5,DeleteRecord,1654986841.181863,10408,0,0
4,UpdateRecord,1654986841.192284,9971,0,0
3,ScanRecord,1654986841.202268,16097,0,0
5,DeleteRecord,1654986841.218392,4706,0,0
4,UpdateRecord,1654986841.223116,8812,0,0
3,ScanRecord,1654986841.231946,6274,0,0
1,ReadRecord,1654986841.238234,4755,0,0
3,ScanRecord,1654986841.243007,11566,0,0
3,ScanRecord,1654986841.254595,6596,0,0
4,UpdateRecord,1654986841.261205,9757,0,0
5,DeleteRecord,1654986841.270976,3819,0,0
4,UpdateRecord,1654986841.274811,9726,0,0
4,UpdateRecord,1654986841.284550,9709,0,0
2,InsertRecord,1654986841.294274,12499,0,0
4,UpdateRecord,1654986841.306790,9382,0,0
1,ReadRecord,1654986841.316186,4686,0,0
5,DeleteRecord,1654986841.320922,4030,0,0
3,ScanRecord,1654986841.324965,16955,0,0
4,UpdateRecord,1654986841.341946,10664,0,0
3,ScanRecord,1654986841.352623,11813,0,0
3,ScanRecord,1654986841.364456,6548,0,0
5,DeleteRecord,1654986841.371018,4117,0,0
5,DeleteRecord,1654986841.375149,3986,0,0
5,DeleteRecord,1654986841.379148,3968,0,0
4,UpdateRecord,1654986841.383129,9174,0,0
2,InsertRecord,1654986841.392316,18779,0,0
5,DeleteRecord,1654986841.411108,3930,0,0
5,DeleteRecord,1654986841.415051,3927,0,0
1,ReadRecord,1654986841.418992,4935,0,0
1,ReadRecord,1654986841.423940,4861,0,0
5,DeleteRecord,1654986841.428814,3976,0,0
1,ReadRecord,1654986841.432803,5003,0,0
4,UpdateRecord,1654986841.437819,9835,0,0
5,DeleteRecord,1654986841.447667,4072,0,0
3,ScanRecord,1654986841.451753,9678,0,0
4,UpdateRecord,1654986841.461448,9441,0,0
4,UpdateRecord,1654986841.470902,13112,0,0
3,ScanRecord,1654986841.484027,6241,0,0
4,UpdateRecord,1654986841.490282,9860,0,0
