Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,InsertRecord,1654987846.038767,10466,0,0
3,ScanRecord,1654987846.049627,1014,0,0
4,UpdateRecord,1654987846.050654,948,0,0
3,ScanRecord,1654987846.051615,724,0,0
2,InsertRecord,1654987846.052351,7214,0,0
4,UpdateRecord,1654987846.059577,1103,0,0
1,ReadRecord,1654987846.060693,1014,0,0
5,DeleteRecord,1654987846.061719,802,0,0
4,UpdateRecord,1654987846.062534,882,0,0
4,UpdateRecord,1654987846.063428,946,0,0
5,DeleteRecord,1654987846.064387,851,0,0
4,UpdateRecord,1654987846.065250,1046,0,0
3,ScanRecord,1654987846.066309,769,0,0
5,DeleteRecord,1654987846.067090,2929,0,0
1,ReadRecord,1654987846.070032,881,0,0
5,DeleteRecord,1654987846.070924,722,0,0
2,InsertRecord,1654987846.071655,8799,0,0
4,UpdateRecord,1654987846.080467,1034,0,0
4,UpdateRecord,1654987846.081513,983,0,0
1,ReadRecord,1654987846.082506,673,0,0
4,UpdateRecord,1654987846.083190,787,0,0
3,ScanRecord,1654987846.083986,869,0,0
2,InsertRecord,1654987846.084868,37273,0,0
2,InsertRecord,1654987846.122154,10344,0,0
2,InsertRecord,1654987846.132510,10531,0,0
5,DeleteRecord,1654987846.143057,1028,0,0
1,ReadRecord,1654987846.144097,1104,0,0
5,DeleteRecord,1654987846.145213,1100,0,0
4,UpdateRecord,1654987846.146326,1002,0,0
3,ScanRecord,1654987846.147339,738,0,0
2,InsertRecord,1654987846.148090,5335,0,0
1,ReadRecord,1654987846.153437,948,0,0
2,InsertRecord,1654987846.154397,9473,0,0
5,DeleteRecord,1654987846.163885,1115,0,0
5,DeleteRecord,1654987846.165012,901,0,0
1,ReadRecord,1654987846.165926,903,0,0
5,DeleteRecord,1654987846.166841,796,0,0
2,InsertRecord,1654987846.167658,6627,0,0
4,UpdateRecord,1654987846.174298,1085,0,0
2,InsertRecord,1654987846.175395,9280,0,0
5,DeleteRecord,1654987846.184688,936,0,0
2,InsertRecord,1654987846.185636,9431,0,0
4,UpdateRecord,1654987846.195080,978,0,0
2,InsertRecord,1654987846.196070,9429,0,0
2,InsertRecord,1654987846.205511,10469,0,0
2,InsertRecord,1654987846.215992,10377,0,0
3,ScanRecord,1654987846.226382,793,0,0
3,ScanRecord,1654987846.227188,664,0,0
4,UpdateRecord,1654987846.227865,853,0,0
4,UpdateRecord,1654987846.228730,761,0,0
1,ReadRecord,1654987846.229503,604,0,0
4,UpdateRecord,1654987846.230118,628,0,0
2,InsertRecord,1654987846.230758,6001,0,0
2,InsertRecord,1654987846.236771,10409,0,0
4,UpdateRecord,1654987846.247193,809,0,0
2,InsertRecord,1654987846.248015,9566,0,0
3,ScanRecord,1654987846.257593,795,0,0
1,ReadRecord,1654987846.258399,774,0,0
2,InsertRecord,1654987846.259184,8767,0,0
3,ScanRecord,1654987846.267966,889,0,0
3,ScanRecord,1654987846.268868,874,0,0
3,ScanRecord,1654987846.269754,849,0,0
3,ScanRecord,1654987846.270628,664,0,0
5,DeleteRecord,1654987846.271303,764,0,0
3,ScanRecord,1654987846.272080,757,0,0
3,ScanRecord,1654987846.272854,831,0,0
4,UpdateRecord,1654987846.273697,853,0,0
1,ReadRecord,1654987846.274563,734,0,0
2,InsertRecord,1654987846.275307,3087,0,0
2,InsertRecord,1654987846.278407,10551,0,0
5,DeleteRecord,1654987846.288970,1024,0,0
3,ScanRecord,1654987846.290006,865,0,0
4,UpdateRecord,1654987846.290883,726,0,0
1,ReadRecord,1654987846.291620,954,0,0
1,ReadRecord,1654987846.292585,992,0,0
2,InsertRecord,1654987846.293590,5790,0,0
3,ScanRecord,1654987846.299392,1001,0,0
2,InsertRecord,1654987846.300405,9376,0,0
2,InsertRecord,1654987846.309793,10401,0,0
2,InsertRecord,1654987846.320207,10402,0,0
4,UpdateRecord,1654987846.330622,1051,0,0
4,UpdateRecord,1654987846.331685,960,0,0
5,DeleteRecord,1654987846.332657,940,0,0
1,ReadRecord,1654987846.333610,738,0,0
5,DeleteRecord,1654987846.334369,806,0,0
5,DeleteRecord,1654987846.335185,5839,0,0
3,ScanRecord,1654987846.341037,899,0,0
3,ScanRecord,1654987846.341948,676,0,0
3,ScanRecord,1654987846.342636,618,0,0
4,UpdateRecord,1654987846.343266,816,0,0
1,ReadRecord,1654987846.344095,1001,0,0
4,UpdateRecord,1654987846.345108,1017,0,0
4,UpdateRecord,1654987846.346138,799,0,0
5,DeleteRecord,1654987846.346949,683,0,0
4,UpdateRecord,1654987846.347643,843,0,0
1,ReadRecord,1654987846.348498,804,0,0
3,ScanRecord,1654987846.349314,737,0,0
5,DeleteRecord,1654987846.350063,826,0,0
5,DeleteRecord,1654987846.350901,722,0,0
3,ScanRecord,1654987846.351634,791,0,0
4,UpdateRecord,1654987846.352438,840,0,0
5,DeleteRecord,1654987846.353290,840,0,0
2,InsertRecord,1654987846.354142,7725,0,0
2,InsertRecord,1654987846.361880,10401,0,0
3,ScanRecord,1654987846.372294,2063,0,0
4,UpdateRecord,1654987846.374369,995,0,0
4,UpdateRecord,1654987846.375376,927,0,0
3,ScanRecord,1654987846.376316,913,0,0
2,InsertRecord,1654987846.377242,5491,0,0
2,InsertRecord,1654987846.382745,10443,0,0
5,DeleteRecord,1654987846.393201,913,0,0
1,ReadRecord,1654987846.394127,711,0,0
2,InsertRecord,1654987846.394850,8721,0,0
1,ReadRecord,1654987846.403583,994,0,0
1,ReadRecord,1654987846.404589,789,0,0
4,UpdateRecord,1654987846.405391,848,0,0
1,ReadRecord,1654987846.406250,786,0,0
2,InsertRecord,1654987846.407046,6945,0,0
2,InsertRecord,1654987846.414003,10401,0,0
1,ReadRecord,1654987846.424417,963,0,0
3,ScanRecord,1654987846.425392,2629,0,0
2,InsertRecord,1654987846.428033,6789,0,0
2,InsertRecord,1654987846.434834,10396,0,0
2,InsertRecord,1654987846.445243,10453,0,0
4,UpdateRecord,1654987846.455708,10406,0,0
4,UpdateRecord,1654987846.466126,1057,0,0
2,InsertRecord,1654987846.467196,9339,0,0
3,ScanRecord,1654987846.476547,820,0,0
3,ScanRecord,1654987846.477418,673,0,0
2,InsertRecord,1654987846.478101,8832,0,0
3,ScanRecord,1654987846.486945,837,0,0
3,ScanRecord,1654987846.487795,820,0,0
5,DeleteRecord,1654987846.488628,596,0,0
2,InsertRecord,1654987846.489234,8133,0,0
5,DeleteRecord,1654987846.497380,1002,0,0
1,ReadRecord,1654987846.498394,896,0,0
1,ReadRecord,1654987846.499303,730,0,0
2,InsertRecord,1654987846.500045,7745,0,0
4,UpdateRecord,1654987846.507803,1063,0,0
4,UpdateRecord,1654987846.508878,996,0,0
1,ReadRecord,1654987846.509886,805,0,0
3,ScanRecord,1654987846.510704,689,0,0
4,UpdateRecord,1654987846.511406,814,0,0
1,ReadRecord,1654987846.512231,732,0,0
1,ReadRecord,1654987846.512976,813,0,0
1,ReadRecord,1654987846.513801,866,0,0
3,ScanRecord,1654987846.514680,689,0,0
5,DeleteRecord,1654987846.515379,826,0,0
3,ScanRecord,1654987846.516218,4296,0,0
2,InsertRecord,1654987846.520525,8094,0,0
5,DeleteRecord,1654987846.528632,945,0,0
1,ReadRecord,1654987846.529589,902,0,0
5,DeleteRecord,1654987846.530504,663,0,0
3,ScanRecord,1654987846.531180,635,0,0
4,UpdateRecord,1654987846.531826,787,0,0
3,ScanRecord,1654987846.532625,1252,0,0
4,UpdateRecord,1654987846.533890,850,0,0
4,UpdateRecord,1654987846.534752,4278,0,0
2,InsertRecord,1654987846.539046,10431,0,0
5,DeleteRecord,1654987846.549507,934,0,0
5,DeleteRecord,1654987846.550465,800,0,0
5,DeleteRecord,1654987846.551277,726,0,0
5,DeleteRecord,1654987846.552016,908,0,0
1,ReadRecord,1654987846.552937,703,0,0
2,InsertRecord,1654987846.553652,6280,0,0
2,InsertRecord,1654987846.559944,10382,0,0
1,ReadRecord,1654987846.570338,1077,0,0
3,ScanRecord,1654987846.571436,2024,0,0
5,DeleteRecord,1654987846.573472,820,0,0
4,UpdateRecord,1654987846.574305,852,0,0
4,UpdateRecord,1654987846.575168,850,0,0
5,DeleteRecord,1654987846.576031,757,0,0
3,ScanRecord,1654987846.576799,742,0,0
2,InsertRecord,1654987846.577551,3121,0,0
2,InsertRecord,1654987846.580685,10500,0,0
1,ReadRecord,1654987846.591198,1039,0,0
5,DeleteRecord,1654987846.592249,954,0,0
4,UpdateRecord,1654987846.593219,808,0,0
3,ScanRecord,1654987846.594039,884,0,0
4,UpdateRecord,1654987846.594934,873,0,0
3,ScanRecord,1654987846.595825,745,0,0
3,ScanRecord,1654987846.596582,2085,0,0
4,UpdateRecord,1654987846.598681,825,0,0
1,ReadRecord,1654987846.599516,898,0,0
4,UpdateRecord,1654987846.600427,825,0,0
4,UpdateRecord,1654987846.601262,675,0,0
1,ReadRecord,1654987846.601948,600,0,0
3,ScanRecord,1654987846.602558,3188,0,0
4,UpdateRecord,1654987846.605757,871,0,0
3,ScanRecord,1654987846.606637,688,0,0
2,InsertRecord,1654987846.607359,25487,0,0
3,ScanRecord,1654987846.632858,937,0,0
3,ScanRecord,1654987846.633807,955,0,0
5,DeleteRecord,1654987846.634790,656,0,0
2,InsertRecord,1654987846.635456,7859,0,0
2,InsertRecord,1654987846.643327,10393,0,0
4,UpdateRecord,1654987846.653732,1114,0,0
3,ScanRecord,1654987846.654857,882,0,0
2,InsertRecord,1654987846.655750,8379,0,0
2,InsertRecord,1654987846.664141,10403,0,0
1,ReadRecord,1654987846.674555,1001,0,0
5,DeleteRecord,1654987846.675568,953,0,0
5,DeleteRecord,1654987846.676532,884,0,0
1,ReadRecord,1654987846.677428,934,0,0
1,ReadRecord,1654987846.678373,736,0,0
2,InsertRecord,1654987846.679121,5850,0,0
2,InsertRecord,1654987846.684982,10408,0,0
1,ReadRecord,1654987846.695401,1055,0,0
5,DeleteRecord,1654987846.696467,1018,0,0
5,DeleteRecord,1654987846.697496,742,0,0
4,UpdateRecord,1654987846.698258,814,0,0
2,InsertRecord,1654987846.699084,6717,0,0
