Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1658939489.828532,1988294,0,0
2,Payment,1658939491.817222,2000863,0,0
1,NewOrder,1658939493.818128,33410130,0,0
1,NewOrder,1658939527.228299,31487066,0,0
1,NewOrder,1658939558.715403,35895747,0,0
2,Payment,1658939594.611191,1172338,0,0
2,Payment,1658939595.783573,1698255,0,0
3,OrderStatus,1658939597.481872,3173948,0,0
5,StockLevel,1658939600.655858,4756196,0,0
2,Payment,1658939605.412094,1199434,0,0
2,Payment,1658939606.611573,2176484,0,0
5,StockLevel,1658939608.788101,4755817,0,0
2,Payment,1658939613.543958,1954916,0,0
1,NewOrder,1658939615.498918,33262536,0,0
2,Payment,1658939648.761496,2038340,0,0
1,NewOrder,1658939650.800111,33617086,0,0
5,StockLevel,1658939684.417235,4784047,0,0
4,Delivery,1658939689.201327,44180039,0,0
2,Payment,1658939733.381412,1533833,0,0
2,Payment,1658939734.915284,2394878,0,0
1,NewOrder,1658939737.310200,18471273,0,0
2,Payment,1658939755.781511,2027133,0,0
2,Payment,1658939757.808684,2021504,0,0
1,NewOrder,1658939759.830227,24001291,0,0
1,NewOrder,1658939783.831554,16015734,0,0
1,NewOrder,1658939799.847325,20682569,0,0
2,Payment,1658939820.529927,1944180,0,0
1,NewOrder,1658939822.474145,23917100,0,0
5,StockLevel,1658939846.391281,4803118,0,0
1,NewOrder,1658939851.194431,36229441,0,0
2,Payment,1658939887.423930,1964219,0,0
1,NewOrder,1658939889.388186,20833436,0,0
2,Payment,1658939910.221658,1527742,0,0
1,NewOrder,1658939911.749466,20802369,0,0
1,NewOrder,1658939932.551874,15900706,0,0
4,Delivery,1658939948.452616,44663710,0,0
1,NewOrder,1658939993.116364,28355632,0,0
2,Payment,1658940021.472032,2058739,0,0
2,Payment,1658940023.530809,1178068,0,0
5,StockLevel,1658940024.708928,4734914,0,0
1,NewOrder,1658940029.443878,21349653,0,0
2,Payment,1658940050.793568,2026618,0,0
2,Payment,1658940052.820226,2012285,0,0
4,Delivery,1658940054.832549,44467877,0,0
1,NewOrder,1658940099.300464,26409131,0,0
1,NewOrder,1658940125.709657,16056048,0,0
2,Payment,1658940141.765813,2080084,0,0
1,NewOrder,1658940143.845932,25897292,0,0
1,NewOrder,1658940169.743258,38656381,0,0
2,Payment,1658940208.399675,2110416,0,0
1,NewOrder,1658940210.510126,13476488,0,0
1,NewOrder,1658940223.986649,13889723,0,0
2,Payment,1658940237.876407,2027224,0,0
1,NewOrder,1658940239.903667,30659335,0,0
1,NewOrder,1658940270.563038,25766749,0,0
2,Payment,1658940296.329822,1287124,0,0
1,NewOrder,1658940297.616981,28481213,0,0
1,NewOrder,1658940326.098234,26475727,0,0
2,Payment,1658940352.573997,1943642,0,0
1,NewOrder,1658940354.517677,26501349,0,0
2,Payment,1658940381.019063,1642610,0,0
1,NewOrder,1658940382.661709,28615625,0,0
2,Payment,1658940411.277368,1963834,0,0
2,Payment,1658940413.241241,1960219,0,0
1,NewOrder,1658940415.201496,13842407,0,0
2,Payment,1658940429.043939,1516860,0,0
1,NewOrder,1658940430.560834,15446282,0,0
1,NewOrder,1658940446.007150,26538713,0,0
2,Payment,1658940472.545899,1453945,0,0
1,NewOrder,1658940473.999891,18364423,0,0
1,NewOrder,1658940492.364349,18338247,0,0
2,Payment,1658940510.702631,1954828,0,0
2,Payment,1658940512.657496,2000702,0,0
1,NewOrder,1658940514.658233,23156225,0,0
1,NewOrder,1658940537.814493,13619119,0,0
2,Payment,1658940551.433646,2085102,0,0
1,NewOrder,1658940553.518781,28142599,0,0
2,Payment,1658940581.661414,1944442,0,0
1,NewOrder,1658940583.605893,29043843,0,0
5,StockLevel,1658940612.649771,4845817,0,0
3,OrderStatus,1658940617.495623,2896205,0,0
1,NewOrder,1658940620.391860,25860137,0,0
