Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadRecord,1654985695.112173,739,0,0
2,InsertRecord,1654985695.113282,9370,0,0
2,InsertRecord,1654985695.122667,10485,0,0
2,InsertRecord,1654985695.133164,10389,0,0
1,ReadRecord,1654985695.143566,842,0,0
5,DeleteRecord,1654985695.144421,902,0,0
3,ScanRecord,1654985695.145335,980,0,0
1,ReadRecord,1654985695.146327,937,0,0
5,DeleteRecord,1654985695.147276,820,0,0
2,InsertRecord,1654985695.148109,5907,0,0
4,UpdateRecord,1654985695.154029,1194,0,0
3,ScanRecord,1654985695.155236,1358,0,0
3,ScanRecord,1654985695.156607,1252,0,0
4,UpdateRecord,1654985695.157872,1119,0,0
4,UpdateRecord,1654985695.159004,961,0,0
4,UpdateRecord,1654985695.159977,4447,0,0
5,DeleteRecord,1654985695.164437,1106,0,0
4,UpdateRecord,1654985695.165556,1086,0,0
5,DeleteRecord,1654985695.166654,814,0,0
5,DeleteRecord,1654985695.167481,883,0,0
1,ReadRecord,1654985695.168377,777,0,0
3,ScanRecord,1654985695.169166,1015,0,0
5,DeleteRecord,1654985695.170194,902,0,0
4,UpdateRecord,1654985695.171109,1006,0,0
1,ReadRecord,1654985695.172127,810,0,0
2,InsertRecord,1654985695.172948,12325,0,0
5,DeleteRecord,1654985695.185286,1124,0,0
3,ScanRecord,1654985695.186423,1147,0,0
4,UpdateRecord,1654985695.187583,915,0,0
4,UpdateRecord,1654985695.188510,925,0,0
1,ReadRecord,1654985695.189448,842,0,0
2,InsertRecord,1654985695.190302,5381,0,0
3,ScanRecord,1654985695.195696,1063,0,0
5,DeleteRecord,1654985695.196772,1070,0,0
5,DeleteRecord,1654985695.197854,891,0,0
4,UpdateRecord,1654985695.198757,1007,0,0
3,ScanRecord,1654985695.199777,880,0,0
3,ScanRecord,1654985695.200670,998,0,0
5,DeleteRecord,1654985695.201681,991,0,0
2,InsertRecord,1654985695.202685,3421,0,0
2,InsertRecord,1654985695.206119,10477,0,0
5,DeleteRecord,1654985695.216608,1063,0,0
5,DeleteRecord,1654985695.217684,998,0,0
2,InsertRecord,1654985695.218695,8306,0,0
3,ScanRecord,1654985695.227013,1321,0,0
4,UpdateRecord,1654985695.228347,896,0,0
5,DeleteRecord,1654985695.229256,1093,0,0
2,InsertRecord,1654985695.230361,7053,0,0
1,ReadRecord,1654985695.237426,1060,0,0
5,DeleteRecord,1654985695.238500,1008,0,0
4,UpdateRecord,1654985695.239520,788,0,0
5,DeleteRecord,1654985695.240320,7521,0,0
2,InsertRecord,1654985695.247854,10415,0,0
5,DeleteRecord,1654985695.258282,1017,0,0
2,InsertRecord,1654985695.259311,61577,0,0
2,InsertRecord,1654985695.320901,31721,0,0
1,ReadRecord,1654985695.352635,1149,0,0
3,ScanRecord,1654985695.353797,1181,0,0
