Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,InsertRecord,1654985183.428139,13811,0,0
2,InsertRecord,1654985183.442211,20580,0,0
3,ScanRecord,1654985183.462805,5047,0,0
2,InsertRecord,1654985183.467867,15759,0,0
1,ReadRecord,1654985183.483640,5390,0,0
5,DeleteRecord,1654985183.489044,4066,0,0
1,ReadRecord,1654985183.493124,5200,0,0
2,InsertRecord,1654985183.498337,16571,0,0
5,DeleteRecord,1654985183.514921,4271,0,0
5,DeleteRecord,1654985183.519206,4264,0,0
4,UpdateRecord,1654985183.523484,12284,0,0
2,InsertRecord,1654985183.535781,20805,0,0
5,DeleteRecord,1654985183.556600,4464,0,0
2,InsertRecord,1654985183.561079,16329,0,0
3,ScanRecord,1654985183.577422,9084,0,0
3,ScanRecord,1654985183.586524,9665,0,0
4,UpdateRecord,1654985183.596207,9421,0,0
3,ScanRecord,1654985183.605641,6025,0,0
2,InsertRecord,1654985183.611680,17878,0,0
2,InsertRecord,1654985183.629574,20797,0,0
4,UpdateRecord,1654985183.650384,9911,0,0
4,UpdateRecord,1654985183.660309,9980,0,0
4,UpdateRecord,1654985183.670303,9272,0,0
3,ScanRecord,1654985183.679588,13702,0,0
5,DeleteRecord,1654985183.693317,4898,0,0
1,ReadRecord,1654985183.698228,5349,0,0
1,ReadRecord,1654985183.703591,5163,0,0
3,ScanRecord,1654985183.708768,6459,0,0
3,ScanRecord,1654985183.715242,6182,0,0
3,ScanRecord,1654985183.721438,6423,0,0
3,ScanRecord,1654985183.727875,6054,0,0
5,DeleteRecord,1654985183.733943,4008,0,0
2,InsertRecord,1654985183.737968,16552,0,0
3,ScanRecord,1654985183.754534,6441,0,0
4,UpdateRecord,1654985183.760990,9130,0,0
3,ScanRecord,1654985183.770134,6069,0,0
1,ReadRecord,1654985183.776216,5333,0,0
5,DeleteRecord,1654985183.781564,4394,0,0
4,UpdateRecord,1654985183.785972,20755,0,0
5,DeleteRecord,1654985183.806745,4554,0,0
3,ScanRecord,1654985183.811313,8049,0,0
4,UpdateRecord,1654985183.819380,9688,0,0
4,UpdateRecord,1654985183.829081,9192,0,0
3,ScanRecord,1654985183.838286,6088,0,0
4,UpdateRecord,1654985183.844389,14381,0,0
2,InsertRecord,1654985183.858783,20819,0,0
1,ReadRecord,1654985183.879615,5286,0,0
3,ScanRecord,1654985183.884915,11135,0,0
2,InsertRecord,1654985183.896071,14797,0,0
5,DeleteRecord,1654985183.910885,10383,0,0
1,ReadRecord,1654985183.921283,5215,0,0
1,ReadRecord,1654985183.926512,5473,0,0
4,UpdateRecord,1654985183.931998,9332,0,0
5,DeleteRecord,1654985183.941365,3876,0,0
2,InsertRecord,1654985183.945270,17634,0,0
1,ReadRecord,1654985183.962917,5391,0,0
3,ScanRecord,1654985183.968323,6871,0,0
1,ReadRecord,1654985183.975210,5290,0,0
2,InsertRecord,1654985183.980514,13637,0,0
4,UpdateRecord,1654985183.994165,10054,0,0
4,UpdateRecord,1654985184.004232,10444,0,0
2,InsertRecord,1654985184.014690,21182,0,0
3,ScanRecord,1654985184.035886,6530,0,0
1,ReadRecord,1654985184.042431,5272,0,0
2,InsertRecord,1654985184.047718,19451,0,0
4,UpdateRecord,1654985184.067193,10224,0,0
2,InsertRecord,1654985184.077431,20974,0,0
3,ScanRecord,1654985184.098418,6426,0,0
4,UpdateRecord,1654985184.104858,9852,0,0
4,UpdateRecord,1654985184.114723,9338,0,0
5,DeleteRecord,1654985184.124075,15993,0,0
1,ReadRecord,1654985184.140082,5432,0,0
2,InsertRecord,1654985184.145527,15386,0,0
5,DeleteRecord,1654985184.160927,4218,0,0
4,UpdateRecord,1654985184.165159,10270,0,0
3,ScanRecord,1654985184.175442,6561,0,0
3,ScanRecord,1654985184.182017,6006,0,0
1,ReadRecord,1654985184.188036,5055,0,0
2,InsertRecord,1654985184.193106,19883,0,0
5,DeleteRecord,1654985184.213002,4251,0,0
2,InsertRecord,1654985184.217266,16567,0,0
2,InsertRecord,1654985184.233846,20828,0,0
5,DeleteRecord,1654985184.254688,4545,0,0
3,ScanRecord,1654985184.259248,27370,0,0
5,DeleteRecord,1654985184.286648,9714,0,0
2,InsertRecord,1654985184.296380,20863,0,0
5,DeleteRecord,1654985184.317259,4434,0,0
2,InsertRecord,1654985184.321707,16339,0,0
1,ReadRecord,1654985184.338060,5541,0,0
3,ScanRecord,1654985184.343616,6649,0,0
1,ReadRecord,1654985184.350279,5319,0,0
2,InsertRecord,1654985184.355611,13665,0,0
5,DeleteRecord,1654985184.369290,4127,0,0
2,InsertRecord,1654985184.373430,16677,0,0
4,UpdateRecord,1654985184.390122,10179,0,0
5,DeleteRecord,1654985184.400314,4206,0,0
3,ScanRecord,1654985184.404533,6392,0,0
3,ScanRecord,1654985184.410940,12350,0,0
5,DeleteRecord,1654985184.423311,5271,0,0
1,ReadRecord,1654985184.428597,5498,0,0
1,ReadRecord,1654985184.434110,5324,0,0
2,InsertRecord,1654985184.439450,13159,0,0
4,UpdateRecord,1654985184.452627,8814,0,0
3,ScanRecord,1654985184.461461,5780,0,0
3,ScanRecord,1654985184.467261,5634,0,0
1,ReadRecord,1654985184.472914,4320,0,0
5,DeleteRecord,1654985184.477251,3273,0,0
3,ScanRecord,1654985184.480536,4784,0,0
1,ReadRecord,1654985184.485338,3979,0,0
5,DeleteRecord,1654985184.489333,15300,0,0
3,ScanRecord,1654985184.504652,5182,0,0
3,ScanRecord,1654985184.509852,5622,0,0
1,ReadRecord,1654985184.515491,4023,0,0
5,DeleteRecord,1654985184.519532,4110,0,0
1,ReadRecord,1654985184.523659,4961,0,0
1,ReadRecord,1654985184.528639,4378,0,0
5,DeleteRecord,1654985184.533035,3560,0,0
2,InsertRecord,1654985184.536611,9650,0,0
1,ReadRecord,1654985184.546277,4250,0,0
4,UpdateRecord,1654985184.550556,7053,0,0
1,ReadRecord,1654985184.557627,4054,0,0
2,InsertRecord,1654985184.561699,15948,0,0
3,ScanRecord,1654985184.577672,5958,0,0
5,DeleteRecord,1654985184.583652,3649,0,0
3,ScanRecord,1654985184.587318,4805,0,0
3,ScanRecord,1654985184.592138,5280,0,0
4,UpdateRecord,1654985184.597439,6834,0,0
2,InsertRecord,1654985184.604296,15018,0,0
1,ReadRecord,1654985184.619367,4885,0,0
5,DeleteRecord,1654985184.624275,4544,0,0
3,ScanRecord,1654985184.628839,5549,0,0
3,ScanRecord,1654985184.634412,10508,0,0
1,ReadRecord,1654985184.644945,4885,0,0
5,DeleteRecord,1654985184.649853,11108,0,0
2,InsertRecord,1654985184.660984,10368,0,0
4,UpdateRecord,1654985184.671376,8231,0,0
1,ReadRecord,1654985184.679623,4886,0,0
1,ReadRecord,1654985184.684525,4133,0,0
5,DeleteRecord,1654985184.688673,3961,0,0
3,ScanRecord,1654985184.692647,5709,0,0
5,DeleteRecord,1654985184.698369,3259,0,0
5,DeleteRecord,1654985184.701642,3118,0,0
