Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1658909097.592784,114787,0,0
2,Payment,1658909097.707868,104037,0,0
2,Payment,1658909097.811939,93633,0,0
2,Payment,1658909097.905605,114666,0,0
3,OrderStatus,1658909098.020304,31235,0,0
1,NewOrder,1658909098.051562,270795,0,0
2,Payment,1658909098.322391,126008,0,0
5,StockLevel,1658909098.448432,31216,0,0
1,NewOrder,1658909098.479675,272627,0,0
1,NewOrder,1658909098.752335,406666,0,0
2,Payment,1658909099.159036,94051,0,0
2,Payment,1658909099.253119,104126,0,0
2,Payment,1658909099.357278,135691,0,0
2,Payment,1658909099.493002,125067,0,0
2,Payment,1658909099.618101,104464,0,0
1,NewOrder,1658909099.722599,249862,0,0
4,Delivery,1658909099.972495,782597,0,0
1,NewOrder,1658909100.755176,397702,0,0
5,StockLevel,1658909101.152914,32735,0,0
2,Payment,1658909101.185680,101528,0,0
2,Payment,1658909101.287244,144091,0,0
1,NewOrder,1658909101.431367,314283,0,0
4,Delivery,1658909101.745684,772581,0,0
1,NewOrder,1658909102.518311,301877,0,0
1,NewOrder,1658909102.820223,364954,0,0
1,NewOrder,1658909103.185214,260247,0,0
2,Payment,1658909103.445497,115153,0,0
4,Delivery,1658909103.560684,816513,0,0
2,Payment,1658909104.377231,142569,0,0
2,Payment,1658909104.519836,114851,0,0
2,Payment,1658909104.634721,104363,0,0
2,Payment,1658909104.739119,93633,0,0
2,Payment,1658909104.832788,93695,0,0
5,StockLevel,1658909104.926520,31137,0,0
1,NewOrder,1658909104.957682,292090,0,0
2,Payment,1658909105.249808,125434,0,0
2,Payment,1658909105.375279,114660,0,0
1,NewOrder,1658909105.489972,228829,0,0
1,NewOrder,1658909105.718844,229531,0,0
2,Payment,1658909105.948412,115027,0,0
2,Payment,1658909106.063474,123606,0,0
1,NewOrder,1658909106.187117,459910,0,0
2,Payment,1658909106.647061,106560,0,0
1,NewOrder,1658909106.753656,320483,0,0
2,Payment,1658909107.074176,117197,0,0
2,Payment,1658909107.191407,112499,0,0
1,NewOrder,1658909107.303943,291383,0,0
1,NewOrder,1658909107.595361,229439,0,0
4,Delivery,1658909107.824836,761353,0,0
1,NewOrder,1658909108.586223,323170,0,0
1,NewOrder,1658909108.909429,397758,0,0
2,Payment,1658909109.307223,92198,0,0
1,NewOrder,1658909109.399458,395905,0,0
2,Payment,1658909109.795399,135769,0,0
1,NewOrder,1658909109.931202,375016,0,0
2,Payment,1658909110.306254,114956,0,0
1,NewOrder,1658909110.421245,458395,0,0
1,NewOrder,1658909110.879674,385370,0,0
1,NewOrder,1658909111.265082,347787,0,0
2,Payment,1658909111.612903,111526,0,0
2,Payment,1658909111.724464,93427,0,0
2,Payment,1658909111.817927,94035,0,0
1,NewOrder,1658909111.911997,385284,0,0
1,NewOrder,1658909112.297318,355030,0,0
5,StockLevel,1658909112.652382,31071,0,0
5,StockLevel,1658909112.683483,31497,0,0
1,NewOrder,1658909112.715004,354823,0,0
2,Payment,1658909113.069863,125416,0,0
1,NewOrder,1658909113.195314,406222,0,0
2,Payment,1658909113.601572,104400,0,0
5,StockLevel,1658909113.706008,32886,0,0
1,NewOrder,1658909113.738936,352200,0,0
1,NewOrder,1658909114.091172,427426,0,0
1,NewOrder,1658909114.518634,396219,0,0
2,Payment,1658909114.914891,104498,0,0
2,Payment,1658909115.019427,158985,0,0
1,NewOrder,1658909115.178459,446331,0,0
3,OrderStatus,1658909115.624825,33764,0,0
2,Payment,1658909115.658614,111325,0,0
2,Payment,1658909115.769974,93694,0,0
2,Payment,1658909115.863704,125224,0,0
2,Payment,1658909115.988963,125138,0,0
1,NewOrder,1658909116.114136,458335,0,0
1,NewOrder,1658909116.572506,291831,0,0
1,NewOrder,1658909116.864374,281608,0,0
3,OrderStatus,1658909117.146019,35355,0,0
3,OrderStatus,1658909117.181402,31610,0,0
