Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1658864183.763830,138362,0,0
1,NewOrder,1658864183.902465,455204,0,0
2,Payment,1658864184.357701,145930,0,0
1,NewOrder,1658864184.503662,510233,0,0
2,Payment,1658864185.013928,125303,0,0
2,Payment,1658864185.139261,145868,0,0
1,NewOrder,1658864185.285164,510410,0,0
1,NewOrder,1658864185.795601,479279,0,0
2,Payment,1658864186.274915,125332,0,0
4,Delivery,1658864186.400282,805400,0,0
2,Payment,1658864187.205715,122836,0,0
1,NewOrder,1658864187.328585,291263,0,0
2,Payment,1658864187.619877,115030,0,0
2,Payment,1658864187.734935,211429,0,0
2,Payment,1658864187.946399,144384,0,0
1,NewOrder,1658864188.090817,342015,0,0
2,Payment,1658864188.432867,146206,0,0
2,Payment,1658864188.579107,125116,0,0
2,Payment,1658864188.704254,135499,0,0
5,StockLevel,1658864188.839786,33167,0,0
2,Payment,1658864188.872969,144035,0,0
1,NewOrder,1658864189.017035,364259,0,0
2,Payment,1658864189.381330,125324,0,0
2,Payment,1658864189.506687,124997,0,0
2,Payment,1658864189.631718,114579,0,0
2,Payment,1658864189.746325,135380,0,0
1,NewOrder,1658864189.881740,296719,0,0
1,NewOrder,1658864190.178495,485530,0,0
1,NewOrder,1658864190.664060,488435,0,0
1,NewOrder,1658864191.152534,396055,0,0
1,NewOrder,1658864191.548625,427041,0,0
1,NewOrder,1658864191.975701,416906,0,0
1,NewOrder,1658864192.392642,478997,0,0
1,NewOrder,1658864192.871672,260637,0,0
1,NewOrder,1658864193.132343,448048,0,0
2,Payment,1658864193.580426,125195,0,0
2,Payment,1658864193.705656,145897,0,0
2,Payment,1658864193.851586,135205,0,0
2,Payment,1658864193.986836,145836,0,0
5,StockLevel,1658864194.132707,32395,0,0
1,NewOrder,1658864194.165124,488339,0,0
2,Payment,1658864194.653499,135702,0,0
1,NewOrder,1658864194.789230,354255,0,0
1,NewOrder,1658864195.143521,260404,0,0
1,NewOrder,1658864195.403961,387052,0,0
3,OrderStatus,1658864195.791043,38552,0,0
3,OrderStatus,1658864195.829615,36612,0,0
4,Delivery,1658864195.866248,830331,0,0
3,OrderStatus,1658864196.696611,38877,0,0
1,NewOrder,1658864196.735509,390673,0,0
2,Payment,1658864197.126217,132978,0,0
2,Payment,1658864197.259230,154088,0,0
1,NewOrder,1658864197.413353,354827,0,0
1,NewOrder,1658864197.768210,470219,0,0
1,NewOrder,1658864198.238636,413060,0,0
1,NewOrder,1658864198.651731,440786,0,0
1,NewOrder,1658864199.092552,448136,0,0
2,Payment,1658864199.540724,135684,0,0
5,StockLevel,1658864199.676442,33989,0,0
1,NewOrder,1658864199.710451,413836,0,0
2,Payment,1658864200.124322,114862,0,0
1,NewOrder,1658864200.239218,260134,0,0
1,NewOrder,1658864200.499389,281364,0,0
1,NewOrder,1658864200.780783,280893,0,0
1,NewOrder,1658864201.061711,344172,0,0
1,NewOrder,1658864201.405920,437747,0,0
5,StockLevel,1658864201.843699,32822,0,0
1,NewOrder,1658864201.876541,311108,0,0
1,NewOrder,1658864202.187684,333294,0,0
3,OrderStatus,1658864202.521016,38686,0,0
1,NewOrder,1658864202.559717,284441,0,0
1,NewOrder,1658864202.844192,427148,0,0
2,Payment,1658864203.271375,114888,0,0
2,Payment,1658864203.386297,135354,0,0
1,NewOrder,1658864203.521686,566150,0,0
