Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1658959015.700559,13680238,0,0
1,NewOrder,1658959029.381108,27322804,0,0
1,NewOrder,1658959056.703944,14076880,0,0
1,NewOrder,1658959070.780857,35501615,0,0
2,Payment,1658959106.282504,1053724,0,0
4,Delivery,1658959107.336262,30909542,0,0
1,NewOrder,1658959138.245839,40528454,0,0
3,OrderStatus,1658959178.774326,3344624,0,0
1,NewOrder,1658959182.118980,37899512,0,0
1,NewOrder,1658959220.018525,37730843,0,0
2,Payment,1658959257.749415,1346561,0,0
1,NewOrder,1658959259.096085,37822650,0,0
1,NewOrder,1658959296.918767,13556041,0,0
2,Payment,1658959310.474842,1303341,0,0
1,NewOrder,1658959311.778216,24362059,0,0
1,NewOrder,1658959336.140307,29632680,0,0
2,Payment,1658959365.773021,1303434,0,0
5,StockLevel,1658959367.076489,4506547,0,0
1,NewOrder,1658959371.583069,32756975,0,0
2,Payment,1658959404.340080,1354979,0,0
5,StockLevel,1658959405.695133,4390401,0,0
2,Payment,1658959410.085568,1278147,0,0
2,Payment,1658959411.363749,1528854,0,0
1,NewOrder,1658959412.892636,37357802,0,0
2,Payment,1658959450.250500,1323566,0,0
4,Delivery,1658959451.574101,30497106,0,0
2,Payment,1658959482.071243,1338255,0,0
1,NewOrder,1658959483.409531,16752332,0,0
2,Payment,1658959500.161920,990138,0,0
1,NewOrder,1658959501.152091,13775761,0,0
1,NewOrder,1658959514.927884,37043392,0,0
1,NewOrder,1658959551.971308,13909978,0,0
3,OrderStatus,1658959565.881318,3293004,0,0
2,Payment,1658959569.174352,1849082,0,0
1,NewOrder,1658959571.023468,37413587,0,0
1,NewOrder,1658959608.437087,32271726,0,0
1,NewOrder,1658959640.708845,34730446,0,0
1,NewOrder,1658959675.439324,37678009,0,0
2,Payment,1658959713.117366,1303138,0,0
1,NewOrder,1658959714.420544,32478959,0,0
3,OrderStatus,1658959746.899555,3296830,0,0
3,OrderStatus,1658959750.196415,3224586,0,0
1,NewOrder,1658959753.421031,29521613,0,0
2,Payment,1658959782.942677,1314010,0,0
5,StockLevel,1658959784.256719,4441536,0,0
2,Payment,1658959788.698289,331597,0,0
2,Payment,1658959789.029920,1291418,0,0
5,StockLevel,1658959790.321372,4476531,0,0
2,Payment,1658959794.797936,1287678,0,0
1,NewOrder,1658959796.085647,24370686,0,0
5,StockLevel,1658959820.456366,4480251,0,0
1,NewOrder,1658959824.936650,19015940,0,0
1,NewOrder,1658959843.952623,27186034,0,0
1,NewOrder,1658959871.138689,27520162,0,0
5,StockLevel,1658959898.658883,4409697,0,0
1,NewOrder,1658959903.068614,16326520,0,0
1,NewOrder,1658959919.395167,32416628,0,0
1,NewOrder,1658959951.811826,29979142,0,0
2,Payment,1658959981.791000,1302759,0,0
1,NewOrder,1658959983.093910,21797303,0,0
2,Payment,1658960004.891245,814857,0,0
1,NewOrder,1658960005.706133,19232287,0,0
1,NewOrder,1658960024.938451,16734313,0,0
1,NewOrder,1658960041.672795,24966793,0,0
1,NewOrder,1658960066.639619,22131036,0,0
2,Payment,1658960088.770684,1284288,0,0
2,Payment,1658960090.055005,822547,0,0
1,NewOrder,1658960090.877583,27382588,0,0
2,Payment,1658960118.260202,346146,0,0
1,NewOrder,1658960118.606381,32175258,0,0
2,Payment,1658960150.781668,980440,0,0
