Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1658895608.404704,344192,0,0
1,NewOrder,1658895608.749250,1343351,0,0
2,Payment,1658895610.092632,510939,0,0
2,Payment,1658895610.603601,426963,0,0
2,Payment,1658895611.030594,458462,0,0
1,NewOrder,1658895611.489085,1739791,0,0
2,Payment,1658895613.228906,333690,0,0
1,NewOrder,1658895613.562625,1349000,0,0
1,NewOrder,1658895614.911654,1047113,0,0
1,NewOrder,1658895615.958798,1041932,0,0
2,Payment,1658895617.000760,468796,0,0
1,NewOrder,1658895617.469585,999973,0,0
1,NewOrder,1658895618.469589,1302352,0,0
1,NewOrder,1658895619.771968,1656760,0,0
2,Payment,1658895621.428759,430994,0,0
2,Payment,1658895621.859782,308987,0,0
1,NewOrder,1658895622.168799,822746,0,0
2,Payment,1658895622.991576,312765,0,0
1,NewOrder,1658895623.304370,1041626,0,0
2,Payment,1658895624.346026,333746,0,0
2,Payment,1658895624.679802,645784,0,0
1,NewOrder,1658895625.325616,1572837,0,0
2,Payment,1658895626.898484,399815,0,0
1,NewOrder,1658895627.298330,1058842,0,0
1,NewOrder,1658895628.357203,1093949,0,0
1,NewOrder,1658895629.451183,1271257,0,0
2,Payment,1658895630.722468,354563,0,0
1,NewOrder,1658895631.077061,1333183,0,0
2,Payment,1658895632.410275,281427,0,0
1,NewOrder,1658895632.691733,1698307,0,0
1,NewOrder,1658895634.390070,1020957,0,0
1,NewOrder,1658895635.411058,1635408,0,0
2,Payment,1658895637.046497,344199,0,0
2,Payment,1658895637.390727,396128,0,0
5,StockLevel,1658895637.786882,193964,0,0
2,Payment,1658895637.980877,389216,0,0
2,Payment,1658895638.370123,322762,0,0
2,Payment,1658895638.692917,427351,0,0
2,Payment,1658895639.120309,281416,0,0
2,Payment,1658895639.401755,302333,0,0
2,Payment,1658895639.704119,302175,0,0
1,NewOrder,1658895640.006324,1656337,0,0
1,NewOrder,1658895641.662691,1792028,0,0
1,NewOrder,1658895643.454750,1427431,0,0
2,Payment,1658895644.882211,409400,0,0
4,Delivery,1658895645.291650,3061226,0,0
1,NewOrder,1658895648.352935,1875521,0,0
2,Payment,1658895650.228488,312754,0,0
1,NewOrder,1658895650.541274,1625153,0,0
2,Payment,1658895652.166459,375477,0,0
2,Payment,1658895652.541967,291775,0,0
5,StockLevel,1658895652.833774,133227,0,0
2,Payment,1658895652.967033,252417,0,0
1,NewOrder,1658895653.219482,1286725,0,0
1,NewOrder,1658895654.506239,1807052,0,0
