Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadRecord,1654991136.570037,1099,0,0
1,ReadRecord,1654991136.571414,1110,0,0
1,ReadRecord,1654991136.572537,1117,0,0
1,ReadRecord,1654991136.573667,1072,0,0
4,UpdateRecord,1654991136.574751,1235,0,0
5,DeleteRecord,1654991136.575999,1167,0,0
3,ScanRecord,1654991136.577184,2088,0,0
2,InsertRecord,1654991136.579290,11514,0,0
5,DeleteRecord,1654991136.590816,1062,0,0
3,ScanRecord,1654991136.591891,5633,0,0
5,DeleteRecord,1654991136.597537,1448,0,0
2,InsertRecord,1654991136.598998,12694,0,0
5,DeleteRecord,1654991136.611705,1106,0,0
5,DeleteRecord,1654991136.612823,1136,0,0
5,DeleteRecord,1654991136.613972,1068,0,0
4,UpdateRecord,1654991136.615053,1191,0,0
3,ScanRecord,1654991136.616257,1064,0,0
5,DeleteRecord,1654991136.617333,1128,0,0
3,ScanRecord,1654991136.618474,985,0,0
4,UpdateRecord,1654991136.619472,1258,0,0
5,DeleteRecord,1654991136.620742,1137,0,0
5,DeleteRecord,1654991136.621892,1127,0,0
5,DeleteRecord,1654991136.623031,1098,0,0
5,DeleteRecord,1654991136.624142,1137,0,0
5,DeleteRecord,1654991136.625292,1070,0,0
2,InsertRecord,1654991136.626375,6126,0,0
2,InsertRecord,1654991136.632514,10405,0,0
4,UpdateRecord,1654991136.642931,1181,0,0
2,InsertRecord,1654991136.644125,9914,0,0
5,DeleteRecord,1654991136.654053,941,0,0
3,ScanRecord,1654991136.655004,870,0,0
5,DeleteRecord,1654991136.655884,946,0,0
3,ScanRecord,1654991136.656843,1084,0,0
5,DeleteRecord,1654991136.657937,6522,0,0
3,ScanRecord,1654991136.664471,966,0,0
5,DeleteRecord,1654991136.665450,996,0,0
4,UpdateRecord,1654991136.666463,8468,0,0
2,InsertRecord,1654991136.674944,10409,0,0
5,DeleteRecord,1654991136.685365,1015,0,0
2,InsertRecord,1654991136.686392,9400,0,0
3,ScanRecord,1654991136.695804,955,0,0
5,DeleteRecord,1654991136.696772,1030,0,0
3,ScanRecord,1654991136.697814,908,0,0
5,DeleteRecord,1654991136.698738,960,0,0
1,ReadRecord,1654991136.699710,956,0,0
3,ScanRecord,1654991136.700678,966,0,0
2,InsertRecord,1654991136.701656,4529,0,0
4,UpdateRecord,1654991136.706197,1059,0,0
1,ReadRecord,1654991136.707267,931,0,0
3,ScanRecord,1654991136.708210,1969,0,0
4,UpdateRecord,1654991136.710192,1317,0,0
4,UpdateRecord,1654991136.711519,1105,0,0
2,InsertRecord,1654991136.712637,4012,0,0
4,UpdateRecord,1654991136.716661,1114,0,0
4,UpdateRecord,1654991136.717788,1079,0,0
5,DeleteRecord,1654991136.718879,1061,0,0
1,ReadRecord,1654991136.719953,1134,0,0
5,DeleteRecord,1654991136.721100,1124,0,0
1,ReadRecord,1654991136.722237,1132,0,0
4,UpdateRecord,1654991136.723387,1226,0,0
1,ReadRecord,1654991136.724625,1075,0,0
3,ScanRecord,1654991136.725713,4960,0,0
2,InsertRecord,1654991136.730694,6851,0,0
3,ScanRecord,1654991136.737558,1098,0,0
4,UpdateRecord,1654991136.738669,1128,0,0
3,ScanRecord,1654991136.739814,928,0,0
5,DeleteRecord,1654991136.740754,985,0,0
2,InsertRecord,1654991136.741752,6187,0,0
2,InsertRecord,1654991136.747952,10427,0,0
2,InsertRecord,1654991136.758391,10411,0,0
3,ScanRecord,1654991136.768815,1071,0,0
2,InsertRecord,1654991136.769899,9341,0,0
5,DeleteRecord,1654991136.779252,1129,0,0
1,ReadRecord,1654991136.780394,1103,0,0
2,InsertRecord,1654991136.781509,8194,0,0
5,DeleteRecord,1654991136.789716,1060,0,0
5,DeleteRecord,1654991136.790789,1018,0,0
2,InsertRecord,1654991136.791817,8267,0,0
3,ScanRecord,1654991136.800096,2000,0,0
2,InsertRecord,1654991136.802109,8423,0,0
4,UpdateRecord,1654991136.810545,1183,0,0
4,UpdateRecord,1654991136.811740,1243,0,0
1,ReadRecord,1654991136.812996,1125,0,0
2,InsertRecord,1654991136.814134,6823,0,0
5,DeleteRecord,1654991136.820970,1038,0,0
2,InsertRecord,1654991136.822021,9343,0,0
3,ScanRecord,1654991136.831376,1032,0,0
5,DeleteRecord,1654991136.832421,1130,0,0
3,ScanRecord,1654991136.833563,1082,0,0
3,ScanRecord,1654991136.834658,997,0,0
5,DeleteRecord,1654991136.835667,1082,0,0
2,InsertRecord,1654991136.836761,5030,0,0
5,DeleteRecord,1654991136.841804,990,0,0
3,ScanRecord,1654991136.842807,4188,0,0
5,DeleteRecord,1654991136.847007,5204,0,0
3,ScanRecord,1654991136.852224,1084,0,0
2,InsertRecord,1654991136.853321,9321,0,0
5,DeleteRecord,1654991136.862655,1049,0,0
5,DeleteRecord,1654991136.863717,9424,0,0
5,DeleteRecord,1654991136.873153,1162,0,0
4,UpdateRecord,1654991136.874329,1198,0,0
4,UpdateRecord,1654991136.875539,8023,0,0
2,InsertRecord,1654991136.883575,10447,0,0
2,InsertRecord,1654991136.894035,10424,0,0
2,InsertRecord,1654991136.904472,10379,0,0
3,ScanRecord,1654991136.914863,1151,0,0
1,ReadRecord,1654991136.916027,1124,0,0
3,ScanRecord,1654991136.917163,1082,0,0
2,InsertRecord,1654991136.918257,7018,0,0
2,InsertRecord,1654991136.925288,10416,0,0
3,ScanRecord,1654991136.935717,1110,0,0
4,UpdateRecord,1654991136.936840,1276,0,0
4,UpdateRecord,1654991136.938129,7980,0,0
4,UpdateRecord,1654991136.946121,10473,0,0
4,UpdateRecord,1654991136.956607,1199,0,0
5,DeleteRecord,1654991136.957819,1140,0,0
5,DeleteRecord,1654991136.958972,1055,0,0
2,InsertRecord,1654991136.960045,6974,0,0
3,ScanRecord,1654991136.967031,2777,0,0
5,DeleteRecord,1654991136.969822,1324,0,0
