Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1658889953.298626,444781,0,0
1,NewOrder,1658889953.743839,456784,0,0
1,NewOrder,1658889954.200656,427471,0,0
5,StockLevel,1658889954.628161,31714,0,0
1,NewOrder,1658889954.659899,395662,0,0
5,StockLevel,1658889955.055594,32323,0,0
5,StockLevel,1658889955.087943,31444,0,0
5,StockLevel,1658889955.119411,30459,0,0
1,NewOrder,1658889955.149895,324242,0,0
1,NewOrder,1658889955.474172,417891,0,0
2,Payment,1658889955.892099,146232,0,0
2,Payment,1658889956.038362,127357,0,0
1,NewOrder,1658889956.165754,331075,0,0
1,NewOrder,1658889956.496866,385740,0,0
2,Payment,1658889956.882641,125585,0,0
1,NewOrder,1658889957.008261,479533,0,0
2,Payment,1658889957.487829,135775,0,0
5,StockLevel,1658889957.623638,31573,0,0
2,Payment,1658889957.655236,138307,0,0
5,StockLevel,1658889957.793578,32019,0,0
1,NewOrder,1658889957.825622,297965,0,0
2,Payment,1658889958.123622,136040,0,0
2,Payment,1658889958.259696,187410,0,0
1,NewOrder,1658889958.447140,385374,0,0
2,Payment,1658889958.832549,125301,0,0
1,NewOrder,1658889958.957885,333184,0,0
2,Payment,1658889959.291102,147863,0,0
2,Payment,1658889959.439002,123594,0,0
2,Payment,1658889959.562628,135208,0,0
2,Payment,1658889959.697871,156496,0,0
1,NewOrder,1658889959.854403,281236,0,0
1,NewOrder,1658889960.135674,364897,0,0
1,NewOrder,1658889960.500606,406846,0,0
1,NewOrder,1658889960.907488,406666,0,0
1,NewOrder,1658889961.314189,333552,0,0
4,Delivery,1658889961.647777,803948,0,0
1,NewOrder,1658889962.451760,301668,0,0
4,Delivery,1658889962.753464,772458,0,0
2,Payment,1658889963.525966,124959,0,0
2,Payment,1658889963.650960,125171,0,0
2,Payment,1658889963.776166,135480,0,0
1,NewOrder,1658889963.911683,388086,0,0
1,NewOrder,1658889964.299805,529027,0,0
2,Payment,1658889964.828868,156841,0,0
1,NewOrder,1658889964.985743,270739,0,0
2,Payment,1658889965.256519,157330,0,0
2,Payment,1658889965.413883,135308,0,0
1,NewOrder,1658889965.549226,417059,0,0
1,NewOrder,1658889965.966321,468909,0,0
5,StockLevel,1658889966.435265,32348,0,0
2,Payment,1658889966.467638,136223,0,0
4,Delivery,1658889966.603895,803143,0,0
1,NewOrder,1658889967.407072,489456,0,0
2,Payment,1658889967.896564,136080,0,0
2,Payment,1658889968.032676,146127,0,0
2,Payment,1658889968.178850,145583,0,0
2,Payment,1658889968.324470,138216,0,0
