Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadRecord,1654993694.970305,7151,0,0
1,ReadRecord,1654993694.977651,5918,0,0
5,DeleteRecord,1654993694.983584,12526,0,0
4,UpdateRecord,1654993694.996123,10768,0,0
5,DeleteRecord,1654993695.006905,10150,0,0
4,UpdateRecord,1654993695.017068,20789,0,0
5,DeleteRecord,1654993695.037870,4699,0,0
2,InsertRecord,1654993695.042582,16124,0,0
1,ReadRecord,1654993695.058720,6178,0,0
2,InsertRecord,1654993695.064910,14590,0,0
1,ReadRecord,1654993695.079513,6209,0,0
3,ScanRecord,1654993695.085736,6766,0,0
3,ScanRecord,1654993695.092516,52622,0,0
3,ScanRecord,1654993695.145165,9003,0,0
1,ReadRecord,1654993695.154182,5963,0,0
3,ScanRecord,1654993695.160157,42853,0,0
4,UpdateRecord,1654993695.203038,12153,0,0
4,UpdateRecord,1654993695.215204,9575,0,0
2,InsertRecord,1654993695.224793,10999,0,0
4,UpdateRecord,1654993695.235805,8127,0,0
5,DeleteRecord,1654993695.243945,3996,0,0
3,ScanRecord,1654993695.247954,35771,0,0
5,DeleteRecord,1654993695.283749,5035,0,0
3,ScanRecord,1654993695.288798,8145,0,0
5,DeleteRecord,1654993695.296956,4657,0,0
4,UpdateRecord,1654993695.301626,17463,0,0
5,DeleteRecord,1654993695.319103,4077,0,0
2,InsertRecord,1654993695.323193,16876,0,0
3,ScanRecord,1654993695.340083,62868,0,0
5,DeleteRecord,1654993695.402981,20610,0,0
4,UpdateRecord,1654993695.423604,9380,0,0
1,ReadRecord,1654993695.432997,4850,0,0
1,ReadRecord,1654993695.437860,4301,0,0
1,ReadRecord,1654993695.442174,4534,0,0
2,InsertRecord,1654993695.446722,39323,0,0
4,UpdateRecord,1654993695.486059,20904,0,0
5,DeleteRecord,1654993695.506976,3981,0,0
5,DeleteRecord,1654993695.510970,6359,0,0
2,InsertRecord,1654993695.517343,10367,0,0
3,ScanRecord,1654993695.527724,6000,0,0
4,UpdateRecord,1654993695.533737,14912,0,0
2,InsertRecord,1654993695.548663,10305,0,0
3,ScanRecord,1654993695.558981,9202,0,0
5,DeleteRecord,1654993695.568197,4054,0,0
2,InsertRecord,1654993695.572264,18089,0,0
1,ReadRecord,1654993695.590366,4820,0,0
2,InsertRecord,1654993695.595199,15924,0,0
4,UpdateRecord,1654993695.611137,20938,0,0
5,DeleteRecord,1654993695.632089,10434,0,0
5,DeleteRecord,1654993695.642536,10480,0,0
2,InsertRecord,1654993695.653029,20823,0,0
2,InsertRecord,1654993695.673865,20855,0,0
4,UpdateRecord,1654993695.694734,9375,0,0
4,UpdateRecord,1654993695.704122,21898,0,0
1,ReadRecord,1654993695.726040,5972,0,0
3,ScanRecord,1654993695.732025,6759,0,0
3,ScanRecord,1654993695.738797,9951,0,0
1,ReadRecord,1654993695.748762,6053,0,0
1,ReadRecord,1654993695.754828,5704,0,0
3,ScanRecord,1654993695.760546,15747,0,0
2,InsertRecord,1654993695.776308,22667,0,0
2,InsertRecord,1654993695.798988,20810,0,0
3,ScanRecord,1654993695.819812,8173,0,0
1,ReadRecord,1654993695.827998,5894,0,0
3,ScanRecord,1654993695.833906,7324,0,0
4,UpdateRecord,1654993695.841248,20215,0,0
3,ScanRecord,1654993695.861476,13721,0,0
2,InsertRecord,1654993695.875212,17489,0,0
3,ScanRecord,1654993695.892714,9085,0,0
2,InsertRecord,1654993695.901813,11672,0,0
5,DeleteRecord,1654993695.913498,10486,0,0
2,InsertRecord,1654993695.923997,10422,0,0
3,ScanRecord,1654993695.934433,5834,0,0
1,ReadRecord,1654993695.940280,4526,0,0
2,InsertRecord,1654993695.944819,10380,0,0
4,UpdateRecord,1654993695.955218,10526,0,0
4,UpdateRecord,1654993695.965757,10326,0,0
3,ScanRecord,1654993695.976096,10440,0,0
4,UpdateRecord,1654993695.986549,20896,0,0
1,ReadRecord,1654993696.007459,5147,0,0
3,ScanRecord,1654993696.012619,6055,0,0
5,DeleteRecord,1654993696.018687,9585,0,0
5,DeleteRecord,1654993696.028286,10519,0,0
2,InsertRecord,1654993696.038819,20785,0,0
3,ScanRecord,1654993696.059617,10644,0,0
2,InsertRecord,1654993696.070275,20720,0,0
5,DeleteRecord,1654993696.091008,4404,0,0
